issn,issn_alt,context_name,journal_url,language
1994-7224,2409-2045,Ciencia y Desarrollo,http://revistas.uap.edu.pe/ojs/index.php/CYD,Spanish
2313-7878,,HAMUT'AY,http://revistas.uap.edu.pe/ojs/index.php/HAMUT,Spanish
1991-1734,2313-1861,LEX - REVISTA DE LA FACULTAD DE DERECHO Y CIENCIAS POLÍTICAS,http://revistas.uap.edu.pe/ojs/index.php/LEX,Spanish
2545-692X,2545-7012,Cuadernos de Ingeniería,http://revistas.ucasal.edu.ar/index.php/CI,Spanish
2250-7124,2250-7132,Cuadernos Universitarios,http://revistas.ucasal.edu.ar/index.php/CU,Spanish
2618-4680,2618-4699,Revista Omnia,http://revistas.ucasal.edu.ar/index.php/RO,Spanish
2346-1209,,Kénosis,http://revistas.uco.edu.co/index.php/kenosis,Spanish
0121-1463,2500-5553,Revista Universidad Católica de Oriente,http://revistas.uco.edu.co/index.php/uco,Spanish
2412-2769,,EDUSER,http://revistas.ucv.edu.pe/index.php/EDUSER,English
2312-6027,2410-4558,Espergesia,http://revistas.ucv.edu.pe/index.php/ESPERGESIA,Spanish
2520-9876,,EX CATHEDRA EN NEGOCIOS,http://revistas.ucv.edu.pe/index.php/EXCATHEDRAENNEGOCIOS,Spanish
2414-8199,,INGnosis Revista de Investigación Científica,http://revistas.ucv.edu.pe/index.php/INGnosis,Spanish
1817-2075,,REVISTA MÉDICA VALLEJIANA/ Vallejian Medical Journal,http://revistas.ucv.edu.pe/index.php/REVISTAMEDICAVALLEJIANA,Spanish
2411-0167,,REVISTA DE PSICOLOGÍA / Journal of Psychology,http://revistas.ucv.edu.pe/index.php/R_PSI,Spanish
2305-8552,2414-8695,UCV-HACER,http://revistas.ucv.edu.pe/index.php/UCV-HACER,Spanish
2410-891X,,UCV-Scientia,http://revistas.ucv.edu.pe/index.php/UCV-SCIENTIA,Spanish
2307-0846,,PSIQUEMAG/ Revista Científica Digital de Psicología,http://revistas.ucv.edu.pe/index.php/psiquemag,Spanish
2710-768X,,REDES,http://revistas.udelas.ac.pa/index.php/redes,Spanish
2707-6946,2707-6954,Revista Peruana de Ciencias de la Salud,http://revistas.udh.edu.pe/index.php/RPCS,English
2307-6100,2706-9559,Desafios,http://revistas.udh.edu.pe/index.php/udh,Spanish
2526-432X,2526-4338,Acta Brasiliensis,http://revistas.ufcg.edu.br/ActaBra/index.php/actabra,English
1808-6845,,AGROPECUÁRIA CIENTÍFICA NO SEMIÁRIDO,http://revistas.ufcg.edu.br/acsa/index.php/ACSA,Portuguese
2526-8236,,Pesquisa e Ensino em Ciências Exatas e da Natureza,http://revistas.ufcg.edu.br/cfp/index.php/RPECEN,Portuguese
2448-4520,,Revista Linguagens & Letramentos,http://revistas.ufcg.edu.br/cfp/index.php/linguagensletramentos,Portuguese
2358-5870,,Revista Leia Escola,http://revistas.ufcg.edu.br/ch/index.php/Leia,Portuguese
2317-2347,,Revista Letras Raras,http://revistas.ufcg.edu.br/ch/index.php/RLR,Portuguese
0719-0514,,Revista Ingeniería De Obras Civiles,http://revistas.ufro.cl/ojs/index.php/rioc,Spanish
2077-012X,,Éxegesis,http://revistas.uigv.edu.pe/index.php/exegesis,Spanish
2304-165X,,Revista Peruana de Psicología y Trabajo Social,http://revistas.uigv.edu.pe/index.php/psicologia,Spanish
2644-3872,2644-3880,Conducta Científica,http://revistas.ulatina.edu.pa/index.php/conductacientifica,Spanish
2521-5795,2644-3864,Gente Clave,http://revistas.ulatina.edu.pa/index.php/genteclave,Spanish
2224-2643,,Didasc@lia: didáctica y educación ISSN 2224-2643,http://revistas.ult.edu.cu/index.php/didascalia,English
2301-1092,2301-1106,Memoria Investigaciones en Ingeniería,http://revistas.um.edu.uy/index.php/ingenieria,Spanish
1510-5172,2301-1610,Revista de Derecho,http://revistas.um.edu.uy/index.php/revistaderecho,Spanish
1510-5024,2301-1629,Humanidades: revista de la Universidad de Montevideo,http://revistas.um.edu.uy/index.php/revistahumanidades,Spanish
1989-2128,,Anales de Biología,http://revistas.um.es/index.php/analesbio,English
1989-5992,,Anales de Derecho,http://revistas.um.es/index.php/analesderecho,Spanish
1575-2437,1697-7904,Anales de Documentación,http://revistas.um.es/index.php/analesdoc,Spanish
1989-4678,,Anales de Filología Francesa,http://revistas.um.es/index.php/analesff,Spanish
0212-9728,1695-2294,Anales de Psicología / Annals of Psychology,http://revistas.um.es/index.php/analesps,English
1989-1784,,Anales de Veterinaria de Murcia,http://revistas.um.es/index.php/analesvet,English
0211-6707,1989-6190,Ãreas. Revista Internacional de Ciencias Sociales,http://revistas.um.es/index.php/areas,English
0214-7165,1989-6182,Antigüedad y Cristianismo,http://revistas.um.es/index.php/ayc,Spanish
2254-9641,,"AZARBE, Revista Internacional de Trabajo Social y Bienestar",http://revistas.um.es/index.php/azarbe,Spanish
2341-1678,,El Azufre Rojo,http://revistas.um.es/index.php/azufre,Spanish
2386-6594,,Bioderecho.es,http://revistas.um.es/index.php/bioderecho,Spanish
1887-5238,,Cartaphilus. Revista de investigación y crítica estética,http://revistas.um.es/index.php/cartaphilus,Spanish
1578-8423,1989-5879,Cuadernos de Psicología del Deporte,http://revistas.um.es/index.php/cpd,Spanish
1130-0507,1989-4651,Daimon Revista Internacional de Filosofia,http://revistas.um.es/index.php/daimon,English
1699-2105,1989-466X,Educatio Siglo XXI,http://revistas.um.es/index.php/educatio,English
2660-8529,,Revista Española de Educación Médica,http://revistas.um.es/index.php/edumed,Spanish
1695-6141,,Enfermería Global,http://revistas.um.es/index.php/eglobal,Spanish
0210-4911,1989-614X,Estudios Románicos,http://revistas.um.es/index.php/estudiosromanicos,Spanish
1989-6042,,"Revista de Investigación sobre Flamenco ""La Madrugá""",http://revistas.um.es/index.php/flamenco,Spanish
1578-7044,1989-6131,International Journal of English Studies,http://revistas.um.es/index.php/ijes,English
1989-4562,,Imafronte,http://revistas.um.es/index.php/imafronte,Spanish
2603-851X,,iQual. Revista de Género e Igualdad,http://revistas.um.es/index.php/iqual,Spanish
1989-8312,,Medievalismo,http://revistas.um.es/index.php/medievalismo,Spanish
1989-6166,,"Monteagudo. Revista de Literatura Española, Hispanoamericana y Teoría de la Literatura",http://revistas.um.es/index.php/monteagudo,Spanish
1989-4619,,Myrtia,http://revistas.um.es/index.php/myrtia,English
1989-211X,,Naveg@mérica. Revista electrónica editada por la Asociación Española de Americanistas,http://revistas.um.es/index.php/navegamerica,Spanish
1136-2464,2386-8864,Panta Rei. Revista digital de Historia y Didáctica de la Historia,http://revistas.um.es/index.php/pantarei,Spanish
1138-4891,1988-4672,Revista de Contabilidad - Spanish Accounting Review,http://revistas.um.es/index.php/rcsar,English
1889-979X,1989-8452,Arte y Políticas de Identidad,http://revistas.um.es/index.php/reapi,English
1578-7680,,Revista de Educación a Distancia (RED),http://revistas.um.es/index.php/red,English
1575-0965,,Revista Electrónica Interuniversitaria de Formación del Profesorado,http://revistas.um.es/index.php/reifop,Spanish
0212-4068,1989-9106,Revista de Investigación Educativa,http://revistas.um.es/index.php/rie,English
2529-9638,,Revista Interuniversitaria de Investigación en Tecnología Educativa,http://revistas.um.es/index.php/riite,Spanish
1989-4554,,Revista de Investigación Lingüística,http://revistas.um.es/index.php/ril,Spanish
1989-6204,,Revista Murciana de Antropología,http://revistas.um.es/index.php/rmu,Spanish
2255-3851,,Sociología Histórica,http://revistas.um.es/index.php/sh,Spanish
2340-8812,,SPORT TK-Revista EuroAmericana de Ciencias del Deporte,http://revistas.um.es/index.php/sportk,English
1989-4635,,Cuadernos de Turismo,http://revistas.um.es/index.php/turismo,English
2525-1783,,"Investigación, Ciencia y Universidad",http://revistas.umaza.edu.ar/index.php/icu,Spanish
0717-7828,0719-1014,Contextos: Estudios de Humanidades y Ciencias Sociales,http://revistas.umce.cl/index.php/contextos,Spanish
2617-0337,2617-8087,Revista EDUCA UMCH,http://revistas.umch.edu.pe/index.php/EducaUMCH,Spanish
2411-0353,2644-4046,Revista Plus Economía,http://revistas.unachi.ac.pa/index.php/pluseconomia,Spanish
2227-8761,,Revista Ingeniería Agrícola,http://revistas.unah.edu.cu/index.php/IAgric,Spanish
2707-8973,,Revista de Gestión del Conocimiento y el Desarrollo Local,http://revistas.unah.edu.cu/index.php/RGCDL,Spanish
2071-0054,,Revista Ciencias Técnicas Agropecuarias,http://revistas.unah.edu.cu/index.php/rcta,Spanish
2410-7980,,Revista Iberoamericana de Bioeconomía y Cambio Climático e-ISSN 2410-7980,http://revistas.unanleon.edu.ni/index.php/REBICAMCLI,English
2709-7005,,"REVISTA CIENTÍFICA ""APUNTES DE ECONOMÍA Y SOCIEDAD""",http://revistas.unanleon.edu.ni/index.php/apunteseconomiaysociedad,Spanish
2707-4145,,Revista de la Facultad de Ciencias Jurídicas y Sociales,http://revistas.unanleon.edu.ni/index.php/revistadederecho,Spanish
2518-4199,,REVISTA CUESTIONES DE SOCIOLOGIA: INVESTIGACION EN CIENCIA Y DESARROLLO,http://revistas.unap.edu.pe/csociologia/index.php/csociologia,Spanish
1997-4035,2077-8686,Revista de Investigaciones de la Escuela de Posgrado de la UNA PUNO,http://revistas.unap.edu.pe/epg/index.php/investigaciones,Spanish
2313-6944,2707-9651,REVISTA DE DERECHO,http://revistas.unap.edu.pe/rd/index.php/rd,Spanish
2616-9541,,Aporte Santiaguino,http://revistas.unasam.edu.pe/index.php/Aporte_Santiaguino,Spanish
2617-9156,,TAYACAJA,http://revistas.unat.edu.pe/index.php/RevTaya,Spanish
2386-8694,,REVISTA ESTUDIOS INSTITUCIONALES,http://revistas.uned.es/index.php/EEII,Spanish
2253-8283,,ELIA: Estudios de Lingüística Inglesa Aplicada,http://revistas.uned.es/index.php/ELIA,Spanish
2255-3495,,Epos : Revista de filología,http://revistas.uned.es/index.php/EPOS,Spanish
0214-9745,2340-1362,"Espacio Tiempo y Forma. Serie III, Historia Medieval",http://revistas.uned.es/index.php/ETFIII,Spanish
1130-4715,,"Espacio Tiempo y Forma. Serie VII, Historia del Arte",http://revistas.uned.es/index.php/ETFVII,Spanish
2444-0043,,Historia y Memoria de la Educación,http://revistas.uned.es/index.php/HMe,Spanish
1132-9955,2255-3533,Revista de Derecho Penal y Criminología,http://revistas.uned.es/index.php/RDPC,Spanish
1139-5583,2174-8950,Teoría y Realidad Constitucional,http://revistas.uned.es/index.php/TRC,Spanish
2603-8366,,Tendencias Sociales. Revista de Sociología,http://revistas.uned.es/index.php/Tendencias,Spanish
2173-0512,2173-0520,Comunitania. Revista Internacional de Trabajo Social y Ciencias Sociales,http://revistas.uned.es/index.php/comunitania,Spanish
2174-5374,,Educación XX1,http://revistas.uned.es/index.php/educacionXX1,Spanish
1139-5737,2174-0682,Empiria. Revista de metodología de ciencias sociales,http://revistas.uned.es/index.php/empiria,Spanish
1130-5029,2340-8995,Revista de Humanidades,http://revistas.uned.es/index.php/rdh,Spanish
1138-2783,1390-3306,RIED. Revista Iberoamericana de Educación a Distancia,http://revistas.uned.es/index.php/ried,Spanish
1133-3634,,Signa: Revista de la Asociación Española de Semiótica,http://revistas.uned.es/index.php/signa,Spanish
2602-8166,,UNESUM-Ciencias. Revista Científica Multidisciplinaria. ISSN 2602-8166,http://revistas.unesum.edu.ec/index.php/unesumciencias,Spanish
2362-1931,,Márgenes. Revista de economía política,http://revistas.ungs.edu.ar/index.php/margenes,Spanish
1851-6076,,Prácticas de Oficio. Investigación y reflexión en Ciencias Sociales,http://revistas.ungs.edu.ar/index.php/po,Spanish
2414-2832,2617-4332,Gaceta Científica,http://revistas.unheval.edu.pe/index.php/gacien,Spanish
2708-9843,,Revista Investigación Agraria,http://revistas.unheval.edu.pe/index.php/reina,Spanish
2616-6097,,Revista Peruana de Investigación en Salud,http://revistas.unheval.edu.pe/index.php/repis,English
2306-4072,2707-5419,Revista Identidad,http://revistas.unheval.edu.pe/index.php/rifce,Spanish
1994-1420,1995-445X,Investigación Valdizana,http://revistas.unheval.edu.pe/index.php/riv,Spanish
2616-4949,,Devenir - Revista de estudios sobre patrimonio edificado,http://revistas.uni.edu.pe/index.php/devenir,Spanish
2788-7480,,Revista IECOS,http://revistas.uni.edu.pe/index.php/iecos,Spanish
0375-7765,2309-0413,TECNIA,http://revistas.uni.edu.pe/index.php/tecnia,Spanish
2539-0678,,Revista Lumen Gentium,http://revistas.unicatolica.edu.co/revista/index.php/LumGent,Spanish
2539-3847,,Journal Odontológico Colegial,http://revistas.unicoc.edu.co/index.php/joc,Spanish
2447-1631,,NOVOS DIREITOS,http://revistas.unifan.edu.br/index.php/RevistaICJ,Portuguese
2447-9330,,SAÚDE & CIÊNCIA EM AÇÃO,http://revistas.unifan.edu.br/index.php/RevistaICS,Portuguese
2447-9691,,QUALIA: a ciência em movimento,http://revistas.unifan.edu.br/index.php/RevistaICSA,Portuguese
2447-9217,,EDUCAÇÃO E CULTURA EM DEBATE,http://revistas.unifan.edu.br/index.php/RevistaISE,Portuguese
1809-9475,1982-1816,Cadernos UniFOA,http://revistas.unifoa.edu.br/index.php/cadernos,Portuguese
2176-9230,,Revista Práxis,http://revistas.unifoa.edu.br/index.php/praxis,Portuguese
2526-7930,,Revista Corpus Hippocraticum,http://revistas.unilago.edu.br/index.php/revista-medicina,Portuguese
2238-9032,,Cippus,http://revistas.unilasalle.edu.br/index.php/Cippus,Portuguese
1519-3640,2238-9024,Diálogo,http://revistas.unilasalle.edu.br/index.php/Dialogo,Portuguese
2236-6377,,"Educação, Ciência e Cultura",http://revistas.unilasalle.edu.br/index.php/Educacao,Portuguese
1981-7207,,Mouseion,http://revistas.unilasalle.edu.br/index.php/Mouseion,Portuguese
1981-8858,,Revista de Ciências Ambientais,http://revistas.unilasalle.edu.br/index.php/Rbca,Portuguese
2237-8049,,Conhecimento & Diversidade,http://revistas.unilasalle.edu.br/index.php/conhecimento_diversidade,Portuguese
2316-5537,,Desenvolve Revista de Gestão do Unilasalle,http://revistas.unilasalle.edu.br/index.php/desenvolve,Portuguese
2318-8081,,Revista Eletrônica Direito e Sociedade - REDES,http://revistas.unilasalle.edu.br/index.php/redes,Portuguese
2317-8582,,Saúde e Desenvolvimento Humano,http://revistas.unilasalle.edu.br/index.php/saude_desenvolvimento,Portuguese
2665-6124,,Atarraya Cultural,http://revistas.unimagdalena.edu.co/index.php/atarrayacultural,Spanish
1909-941X,2389-7848,Clío América,http://revistas.unimagdalena.edu.co/index.php/clioamerica,Spanish
1794-5992,2389-783X,Duazary,http://revistas.unimagdalena.edu.co/index.php/duazary,Spanish
2619-1857,,Heterotopías,http://revistas.unimagdalena.edu.co/index.php/heterotopias,Spanish
1794-161X,2389-7864,Intropica,http://revistas.unimagdalena.edu.co/index.php/intropica,English
1657-4923,2389-7872,Jangwa Pana,http://revistas.unimagdalena.edu.co/index.php/jangwapana,Spanish
2145-0471,,Oraloteca,http://revistas.unimagdalena.edu.co/index.php/oraloteca,Spanish
1657-4915,2389-7856,Praxis,http://revistas.unimagdalena.edu.co/index.php/praxis,Spanish
1794-7030,2539-3375,Hojas y Hablas,http://revistas.unimonserrate.edu.co:8080/hojasyhablas,Spanish
2447-0236,2447-3871,Revista de Estudos Jurídicos do UNI-RN,http://revistas.unirn.edu.br/index.php/revistajuridica,Portuguese
2763-5368,,Brazilian Journal of Global Health,http://revistas.unisa.br/index.php/saudeglobal,Portuguese
2595-3508,,VEREDAS - Revista Interdisciplinar de Humanidades,http://revistas.unisa.br/index.php/veredas,Portuguese
0124-2121,2665-2420,Educación y Humanismo,http://revistas.unisimon.edu.co/index.php/educacion,Spanish
2344-8652,,Investigación e Innovación en Ingenierías,http://revistas.unisimon.edu.co/index.php/innovacioning,Spanish
2344-8636,,Ciencia e Innovación en Salud,http://revistas.unisimon.edu.co/index.php/innovacionsalud,Spanish
0124-7441,2590-4566,Justicia,http://revistas.unisimon.edu.co/index.php/justicia,Spanish
0124-0137,2027-212X,Psicogente,http://revistas.unisimon.edu.co/index.php/psicogente,Spanish
2539-262X,,Tejidos Sociales,http://revistas.unisimon.edu.co/index.php/tejsociales,Spanish
2177-6202,,Calidoscópio,http://revistas.unisinos.br/index.php/calidoscopio,Portuguese
1519-7050,2177-6229,Ciências Sociais Unisinos,http://revistas.unisinos.br/index.php/ciencias_sociais,Portuguese
1983-3482,,Contextos Clínicos,http://revistas.unisinos.br/index.php/contextosclinicos,Portuguese
1808-5253,,Controvérsia (UNISINOS) - ISSN 1808-5253,http://revistas.unisinos.br/index.php/controversia,Portuguese
2177-6210,,Educação Unisinos,http://revistas.unisinos.br/index.php/educacao,Portuguese
1984-8234,,Filosofia Unisinos / Unisinos Journal of Philosophy,http://revistas.unisinos.br/index.php/filosofia,English
1984-8226,,Fronteiras - estudos midiáticos,http://revistas.unisinos.br/index.php/fronteiras,Portuguese
2318-6372,,Questões Transversais,http://revistas.unisinos.br/index.php/questoes,Portuguese
1984-2988,,Strategic Design Research Journal,http://revistas.unisinos.br/index.php/sdrj,English
2238-0620,,Revista Latino-Americana de História- UNISINOS,http://revistas.unisinos.br/rla/index.php/rla,Portuguese
2216-1864,2216-1872,"Sostenibilidad, Tecnología y Humanismo",http://revistas.unitecnar.edu.co/index.php/sth,Spanish
1666-3055,,Perspectivas Metodológicas,http://revistas.unla.edu.ar/epistemologia,Spanish
2362-2105,,Revista Perspectivas de Políticas Públicas,http://revistas.unla.edu.ar/perspectivas,English
1851-8265,,Salud Colectiva,http://revistas.unla.edu.ar/saludcolectiva,English
2344-9934,,Acheronta,http://revistas.unne.edu.ar/index.php/ach,Spanish
2347-1107,,ADNea,http://revistas.unne.edu.ar/index.php/adn,Spanish
2545-8906,,Agrotecnia,http://revistas.unne.edu.ar/index.php/agr,Spanish
2683-9881,,Arquitecno,http://revistas.unne.edu.ar/index.php/arq,Spanish
0524-0476,1853-8460,Bonplandia,http://revistas.unne.edu.ar/index.php/bon,Spanish
0326-5102,2684-0499,Cuadernos de Literatura,http://revistas.unne.edu.ar/index.php/clt,Spanish
1666-6186,1853-3655,Cuaderno Urbano,http://revistas.unne.edu.ar/index.php/crn,Spanish
2250-6942,,De Prácticas y Discursos,http://revistas.unne.edu.ar/index.php/dpd,Spanish
2422-6424,,"Extensionismo, Innovación y Transferencia Tecnológica",http://revistas.unne.edu.ar/index.php/eitt,Spanish
0325-8238,2525-1627,Folia Histórica del Nordeste,http://revistas.unne.edu.ar/index.php/fhn,Spanish
1668-5180,,Geográfica digital,http://revistas.unne.edu.ar/index.php/geo,Spanish
2718-7144,,Momba'etéva,http://revistas.unne.edu.ar/index.php/mom,Spanish
2718-7268,,Ñeatá,http://revistas.unne.edu.ar/index.php/nea,Spanish
1850-3578,,Nuevo Itinerario,http://revistas.unne.edu.ar/index.php/nit,Spanish
2591-2763,,Revista Digital FOUNNE,http://revistas.unne.edu.ar/index.php/rdo,Spanish
1668-6357,,Revista de la Facultad de Ciencias Económicas,http://revistas.unne.edu.ar/index.php/rfce,Spanish
1668-7280,2683-7986,Revista de la Facultad de Odontología,http://revistas.unne.edu.ar/index.php/rfo,Spanish
1853-1393,,Revista del Instituto de Investigaciones en Educación,http://revistas.unne.edu.ar/index.php/riie,English
1669-6840,,Revista Veterinaria,http://revistas.unne.edu.ar/index.php/vet,Spanish
2709-829X,,"Ambiente, Comportamiento y Sociedad",http://revistas.unsaac.edu.pe/index.php/ACS,English
2709-8540,,Revista de la Facultad de Derecho y Ciencias Políticas (Cusco),http://revistas.unsaac.edu.pe/index.php/RFDCP,Spanish
2412-2297,2708-2660,Q'EUÑA,http://revistas.unsaac.edu.pe/index.php/RQ,Spanish
1028-2203,1609-7262,SITUA,http://revistas.unsaac.edu.pe/index.php/SITUA,English
2709-8532,,Cambio Climático en los Andes Tropicales,http://revistas.unsaac.edu.pe/index.php/rccat,Spanish
2709-7544,,Revista Peruana de Morfología,http://revistas.unsaac.edu.pe/index.php/revpermorfologia,English
1817-597X,2707-1197,YachaQ Revista de Derecho,http://revistas.unsaac.edu.pe/index.php/ry,Spanish
2309-9887,2709-877X,Alteritas,http://revistas.unsch.edu.pe/revistasunsch/index.php/alteritas,Spanish
2709-8761,2710-0243,Revista Educación,http://revistas.unsch.edu.pe/revistasunsch/index.php/educacion,Spanish
2422-5932,,Chuy. Revista de Estudios Literarios Latinoamericanos,http://revistas.untref.edu.ar/index.php/chuy,Spanish
2545-7977,,Ciudadanías. Revista de Políticas Sociales Urbanas,http://revistas.untref.edu.ar/index.php/ciudadanias,Spanish
2683-9105,,El lugar sin límites. Revista de Estudios y Políticas de Género,http://revistas.untref.edu.ar/index.php/ellugar,Spanish
2618-1894,,INNOVA UNTREF,http://revistas.untref.edu.ar/index.php/innova,Spanish
2362-3985,,Revista de Estudios sobre Genocidio,http://revistas.untref.edu.ar/index.php/reg,Spanish
2408-4573,,Revista Latinoamericana de Políticas y Administración de la Educación,http://revistas.untref.edu.ar/index.php/relapae,Spanish
2414-8822,2520-0356,Revista Científica UNTRM: Ciencias Naturales e Ingeniería,http://revistas.untrm.edu.pe/index.php/CNI,Spanish
2519-0423,,Revista Científica UNTRM: Ciencias Sociales y Humanidades,http://revistas.untrm.edu.pe/index.php/CSH,Spanish
2520-9760,,Revista de Investigación de Agroproducción Sustentable,http://revistas.untrm.edu.pe/index.php/INDESDOS,Spanish
2073-8811,2617-0892,Arquitek,http://revistas.upt.edu.pe/ojs/index.php/arquitek,Spanish
2708-3039,,INGENIERÍA INVESTIGA,http://revistas.upt.edu.pe/ojs/index.php/ingenieria,Spanish
2307-5139,2617-0639,REVISTA VERITAS ET SCIENTIA - UPT,http://revistas.upt.edu.pe/ojs/index.php/vestsc,English
1809-1636,,Vivências,http://revistas.uri.br/index.php/vivencias,Portuguese
2711-2276,,GRAINE. Boletín de Investigaciones.,http://revistas.usanjose.edu.co/ojs/index.php/GRAINE,Spanish
2664-5742,,Bio Scientia,http://revistas.usfx.bo/index.php/bs,Spanish
2225-8787,2708-0315,"Revista de Ciencia, Tecnología e Innovación",http://revistas.usfx.bo/index.php/rcti,Spanish
2313-3414,,HORIZONTE EMPRESARIAL,http://revistas.uss.edu.pe/index.php/EMP,Spanish
2708-9010,,REVISTA CIENTIFICA EPISTEMIA,http://revistas.uss.edu.pe/index.php/EPT,Spanish
2520-0747,,Hacedor - AIAPÆC,http://revistas.uss.edu.pe/index.php/HACEDOR,Spanish
2313-3139,,PAIAN,http://revistas.uss.edu.pe/index.php/PAIAN,Spanish
2313-3325,,SSIAS,http://revistas.uss.edu.pe/index.php/SSIAS,Spanish
2313-0369,2412-7531,Salud & Vida Sipanense,http://revistas.uss.edu.pe/index.php/SVS,Spanish
2709-0019,,Revista científica CURAE,http://revistas.uss.edu.pe/index.php/curae,Spanish
1997-3985,1997-8731,TZHOECOEN,http://revistas.uss.edu.pe/index.php/tzh,Spanish
2256-151X,2389-9719,"Espiral, Revista de Docencia e Investigación",http://revistas.ustabuca.edu.co/index.php/ESPIRAL,Spanish
1692-1798,2339-3483,ITECKNE,http://revistas.ustabuca.edu.co/index.php/ITECKNE,Spanish
2539-4657,,IUSTITIA,http://revistas.ustabuca.edu.co/index.php/IUSTITIA,Spanish
2357-5468,,Revista Lebret,http://revistas.ustabuca.edu.co/index.php/LEBRET,Spanish
2422-4073,,Revista Temas,http://revistas.ustabuca.edu.co/index.php/TEMAS,Spanish
1692-5106,2590-7875,Ustasalud,http://revistas.ustabuca.edu.co/index.php/USTASALUD_ODONTOLOGIA,Spanish
2145-9282,2422-2399,Ingenio Magno,http://revistas.ustatunja.edu.co/index.php/ingeniomagno,Spanish
2463-0403,,Shimmering Words: Research and Pedagogy E-Journal,http://revistas.ustatunja.edu.co/index.php/shimmering,English
2539-5211,,Revista Ideales,http://revistas.ut.edu.co/index.php/Ideales,Spanish
2248-7425,,Revista Agroforestería Neotropical,http://revistas.ut.edu.co/index.php/agroforesteria,Spanish
2027-453X,,Revista Edu-Física,http://revistas.ut.edu.co/index.php/edufisica,Spanish
2322-9977,,Revista Ergoletrías,http://revistas.ut.edu.co/index.php/ergoletrias,Spanish
2539-0686,,Revista Gestión y Finanzas,http://revistas.ut.edu.co/index.php/gestionyfinanzas,Spanish
2708-8138,,Ciencia Tecnología y Humanidades,http://revistas2.unprg.edu.pe/ojs/index.php/CTyH,Spanish
0329-5257,,revista,http://revistasabi.fi.mdp.edu.ar/index.php/revista,Spanish
0718-7653,0718-9249,Geográfica del Sur,http://revistasacademicas.udec.cl/index.php/geograficadelsur,English
2452-5650,,Territorios y Regionalismos,http://revistasacademicas.udec.cl/index.php/rtr,Spanish
0717-3512,0719-9554,Sociedad Hoy,http://revistasacademicas.udec.cl/index.php/sociedad_hoy,Spanish
2735-606X,2735-6078,"URBE. Arquitectura, Ciudad y Territorio",http://revistasacademicas.udec.cl/index.php/urbe,English
2451-8050,,Etnografías Contemporáneas,http://revistasacademicas.unsam.edu.ar/index.php/etnocontemp,Spanish
2469-0422,,Anuario TAREA,http://revistasacademicas.unsam.edu.ar/index.php/tarea,Spanish
1853-8126,,Arqueología,http://revistascientificas.filo.uba.ar/index.php/Arqueologia,English
2683-9679,,Beckettiana,http://revistascientificas.filo.uba.ar/index.php/Beckettiana,Spanish
0327-3776,1850-275X,Cuadernos de antropología social,http://revistascientificas.filo.uba.ar/index.php/CAS,Spanish
1851-1740,,"Información, cultura y sociedad",http://revistascientificas.filo.uba.ar/index.php/ICS,Spanish
0327-5752,1851-3751,Memoria Americana. Cuadernos de Etnohistoria,http://revistascientificas.filo.uba.ar/index.php/MA,English
2683-7404,,Punto sur,http://revistascientificas.filo.uba.ar/index.php/RPS,English
0524-9767,1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,http://revistascientificas.filo.uba.ar/index.php/boletin,Spanish
2422-6009,,Filología,http://revistascientificas.filo.uba.ar/index.php/filologia,Spanish
0327-7763,2451-5434,Revista del IICE,http://revistascientificas.filo.uba.ar/index.php/iice,Spanish
2683-9695,,Inter Litteras,http://revistascientificas.filo.uba.ar/index.php/interlitteras,English
0328-8773,1853-001X,Mora,http://revistascientificas.filo.uba.ar/index.php/mora,Spanish
2250-7116,,El oído pensante,http://revistascientificas.filo.uba.ar/index.php/oidopensante,Spanish
0325-2280,2683-9636,Patristica et Mediævalia,http://revistascientificas.filo.uba.ar/index.php/petm,English
2683-9660,,Revista del Instituto de Historia Antigua Oriental,http://revistascientificas.filo.uba.ar/index.php/rihao,Spanish
1852-7175,,Revista Transporte y Territorio,http://revistascientificas.filo.uba.ar/index.php/rtt,Indonesian
0325-1217,1851-9628,"RUNA, archivo para las ciencias del hombre",http://revistascientificas.filo.uba.ar/index.php/runa,Spanish
2314-2189,,Signo y seña,http://revistascientificas.filo.uba.ar/index.php/sys,Spanish
2683-8451,,Teatro XXI,http://revistascientificas.filo.uba.ar/index.php/teatroxxi,Spanish
1669-6301,,telondefondo. Revista de Teoría y Crítica Teatral,http://revistascientificas.filo.uba.ar/index.php/telondefondo,Spanish
2422-6017,,Zama. Revista del Instituto de Literatura Hispanoamericana,http://revistascientificas.filo.uba.ar/index.php/zama,Spanish
1514-9927,1853-1555,"Anales de Historia Antigua, Medieval y Moderna",http://revistascientificas2.filo.uba.ar/index.php/analesHAMM,English
0329-8256,2362-2482,Estudios Sociales del NOA,http://revistascientificas2.filo.uba.ar/index.php/esnoa,Spanish
2362-325X,,Mundo de Antes,http://revistascsnat.tk/index.php/mundodeantes,Spanish
2178-3640,,BELT - Brazilian English Language Teaching Journal,http://revistaseletronicas.pucrs.br/ojs/index.php/belt,English
1677-9576,2763-5929,Caderno Marista de Educação,http://revistaseletronicas.pucrs.br/ojs/index.php/caderno-marista-de-educacao,Portuguese
1519-6089,1984-7289,Civitas - Revista de Ciências Sociais,http://revistaseletronicas.pucrs.br/ojs/index.php/civitas,English
